	Active_A	Active_B	Active_C	Active_D	Active_E	Active_F	Active_G	Active_H	Active_I	Active_J	Active_K	Active_L	Active_M	Active_N	Active_O	Active_P	Active_Q	Active_R	Active_S	Active_T	Active_U	Active_V	Former_A	Former_B	Former_C	Former_D	Former_E	Former_F	Former_G	Former_H	Former_I	Former_J	Former_K	Former_L	Former_M	Former_N	Former_O	Former_P	Former_Q	Former_R	Former_S	Former_T	Former_U	Former_V	Former_X	Former_Y	Never_A	Never_B	Never_C	Never_D	Never_E	Never_F	Never_G	Never_H	Never_I
Mycoplasma.01	0	0	0	0.001158078	0.001869159	0	0	0.00024564	0.000326797	0.0003314	0	0.000564334	0	0.001062473	0.004034582	0.002016129	0.00729927	0.005882353	0.004457652	0.000330524	0.000982922	0.000437445	0	0.005530547	0.002027449	0	0.00190949	0.002147459	0	0	0	0	0	0	0.001297017	0.001578117	0.000251889	0.002186589	0.001559576	0.001768707	0.009569378	0.017106731	0.003310527	0.003552398	0.000692042	0.000544218	0	0.00061237	0.001915709	0	0	0.002061856	0	0.001157407	0.009148085
Neisseria.01	0.024050633	0.000277546	0.001647616	0.01806601	0.013084112	0.003461805	0.000908059	0.011790715	0.010212418	0.005799503	0.037283622	0.035835214	0.02521566	0.019974501	0.073775216	0.022177419	0.027737226	0.023529412	0.022288262	0.023962981	0.020395626	0.019247594	0.053284336	0.336205788	0.044135995	0.011591003	0.000190949	0.01932713	0.00148258	0.073267327	0.002570694	0	0.13354531	0.058465698	0.026588846	0.017359285	0.032241814	0.048833819	0.025577043	0.026666667	0.033492823	0.028077352	0.05782388	0.037300178	0.008304498	0.022312925	0.005166578	0.019595836	0.118773946	0.01266109	0.159795695	0.057731959	0.050067659	0.082175926	0.033733562
O.Actinomycetales.01	0.006329114	0	0.000102976	0.003358425	0.007102804	0.00992384	0	0.002947679	0.003104575	0.001491301	0.005326232	0.008182844	0.00199071	0.001912452	0.014409222	0.004032258	0.004379562	0.005882353	0.004457652	0.002478929	0.002088709	0.002624672	0	0	0.002183406	0.001103905	0.000190949	0.004294918	0.002718063	0.007920792	0	0.001834862	0.030206677	0.006421088	0.007133593	0.007364545	0.006297229	0.000728863	0.003223123	0.006394558	0.011483254	0.017943473	0.006179651	0.001776199	0.001384083	0.001360544	0.015677891	0.007348438	0.01532567	0.002939182	0.01587012	0.004123711	0.00541272	0.018518519	0.004002287
O.Actinomycetales.02	0.004113924	0.006938662	0.001956544	0.000694847	0.000373832	0	0.002724177	0.00024564	0.001062092	0.003148302	0.001331558	0.006489842	0	0.001062473	0	0	0.002919708	0	0.000742942	0.00082631	0.000614326	0.001312336	0	0.000128617	0.000467873	0	0	0.003579098	0.001729676	0	0.005141388	0.003669725	0	0.000337952	0	0.001052078	0.000755668	0	0.001351632	0.000408163	0	0.000371885	0.000882807	0.005328597	0.000692042	0	0.001959736	0	0.001915709	0.000226091	0.00036483	0	0.00405954	0	0
O.Actinomycetales.03	0.000316456	0	0.000205952	0.002547771	0.000747664	0.000923148	0.001589103	0.002456399	0.001552288	0.0004971	0.001331558	0.001128668	0.00132714	0.001274968	0.001152738	0	0	0	0	0.001156834	0.001105787	0.001749781	0.000459348	0.000514469	0.000311915	0.000137988	0	0	0.000494193	0	0	0	0.00317965	0.001351808	0.003891051	0	0	0	0.002287378	0.001088435	0.000956938	0	0.001765615	0	0.001384083	0.001904762	0.001603421	0.00122474	0.001915709	0.000226091	0.000729661	0.000515464	0	0	0
O.Actinomycetales.04	0	0	0.000102976	0.000231616	0.000373832	0	0	0.00098256	0.000163399	0	0	0	0	0.000424989	0.000576369	0	0.013138686	0	0	0	0	0	0	0.016720257	0.001091703	0	0	0	0	0.001980198	0	0	0.004769475	0	0	0	0	0	0	0.000408163	0	0	0.001103509	0	0	0.000544218	0	0	0.009578544	0	0	0	0	0	0
O.Bacteroidales.01	0	0	0.000102976	0.001273885	0.002616822	0.003000231	0	0.00049128	0.001633987	0.004805302	0	0	0.00199071	0.001062473	0.000576369	0.022177419	0.001459854	0	0.001485884	0.001156834	0.000737191	0.000874891	0	0	0.000311915	0.000275976	0.010120298	0.002147459	0.00222387	0	0	0	0.001589825	0	0.002594034	0.000526039	0.000755668	0.001457726	0.000831774	0.000952381	0	0.004462626	0.006400353	0	0.002768166	0.000544218	0.001603421	0.00183711	0.001915709	0.000226091	0.000729661	0	0.00135318	0.001157407	0.002287021
O.Bacteroidales.02	0	0	0	0.000115808	0	0	0	0	8.17E-05	0	0	0.000282167	0	0.000212495	0.001152738	0	0	0	0	0	0	0	0	0	0	0.000551953	0.014894023	0	0	0	0	0	0	0	0	0	0	0	0	0.000272109	0.000956938	0.000185943	0.000220702	0	0	0.000544218	0.000890789	0.00061237	0	0	0	0	0	0	0.000571755
O.Burkholderiales.01	0.006962025	0.000555093	0.000308928	0.001389693	0.000747664	0.004846527	0.003632236	0.00073692	0.001960784	0.002651201	0.003994674	0.000282167	0.00199071	0.002337442	0.00518732	0	0.001459854	0.074509804	0.000742942	0.001156834	0.003563091	0.002624672	0.01423978	0.001157556	0.002183406	0.011315027	0.027496658	0.001431639	0.001729676	0.001980198	0.007712082	0	0.001589825	0.001013856	0.002594034	0.001578117	0.001259446	0	0.002599293	0.00462585	0.001913876	0.000464857	0.004634738	0.001776199	0.005536332	0.002176871	0.018706574	0.00183711	0	0	0.001276906	0.011340206	0.00135318	0.001157407	0.002858776
O.Clostridiales.01	0	0	0.000411904	0.00104227	0.002242991	0.00992384	0	0	0.000408497	0.0003314	0.001331558	0	0.00132714	0.002762431	0.000576369	0.004032258	0.002919708	0	0.001485884	0.00082631	0.002211574	0	0	0.002700965	0.001871491	0.011866979	0	0	0	0.001980198	0	0	0	0.000675904	0	0.001052078	0.013602015	0.005830904	0.00239135	0.001768707	0.000956938	0.015805132	0.001324211	0.003552398	0	0.000544218	0	0.004898959	0.001915709	0.000226091	0.000182415	0.002061856	0.00135318	0.005787037	0.006861063
O.Clostridiales.02	0.003481013	0	0	0.002547771	0.002242991	0	0	0.004175878	0.001715686	0.001657001	0.001331558	0	0.00132714	0.001699958	0.001152738	0	0	0	0	0.003470501	0.000860057	0.002187227	0	0.00488746	0.001091703	0	0	0.00071582	0	0	0	0	0	0.01520784	0.003242542	0.001052078	0.001763224	0	0.003119152	0.000952381	0	0.001766456	0.001544913	0.005328597	0.000692042	0.000816327	0	0.003674219	0	0.000452182	0	0.006185567	0.00405954	0	0.002287021
O.Clostridiales.03	0.000316456	0	0	0.004284887	0.001869159	0	0	0.003930238	0.001388889	0.001159901	0	0	0.00066357	0.000212495	0.002881844	0.006048387	0	0	0.000742942	0.002313667	0.000491461	0.001312336	0	0.003086817	0.000467873	0	0	0.001431639	0	0	0	0	0.00317965	0	0.001945525	0.002104156	0.004534005	0.002186589	0.001767519	0.000952381	0.004784689	0.001952399	0.000662105	0	0	0.00244898	0.006769998	0.002449479	0	0.005652272	0.000912076	0	0	0	0.01086335
O.Clostridiales.04	0	0	0.000205952	0.003358425	0.002242991	0	0.000227015	0.003193319	0.002287582	0.001159901	0.002663116	0.001128668	0.00199071	0.002762431	0	0	0.001459854	0	0	0.001983143	0.001965843	0.000437445	0	0.002958199	0.00062383	0	0	0.002147459	0	0	0	0.001834862	0.004769475	0.000675904	0.003891051	0.003682272	0.001763224	0.002186589	0.000415887	0.000680272	0	0.001208628	0.000882807	0.001776199	0.001384083	0.001088435	0	0.003674219	0	0.002260909	0.002371397	0.004639175	0.00135318	0.008101852	0.002858776
O.Clostridiales.05	0	0	0	0.000347423	0	0	0	0	0.000163399	0	0.001331558	0	0	0.000424989	0.000576369	0	0.001459854	0.003921569	0.000742942	0	0.000614326	0	0	0.001157556	0.000311915	0	0	0.00071582	0	0	0	0	0	0	0.000648508	0.000526039	0	0	0.000207943	0	0.003827751	0.016641874	0.001103509	0	0	0	0	0.00061237	0.001915709	0.000452182	0	0	0	0	0.002858776
P.Firmicutes.01	0	0	0	0.001621309	0.001121495	0.000461574	0	0	0.002614379	0.001325601	0	0.001410835	0	0.000424989	0	0.006048387	0.001459854	0	0	0.000661048	0.000368596	0	0	0	0.000311915	0.000827929	0.016230666	0	0.000494193	0	0	0	0	0	0.000648508	0.001052078	0.001007557	0	0.000415887	0.000408163	0.002870813	0.000185943	0	0	0.000692042	0	0.001781578	0	0	0	0.00036483	0	0	0	0
Paracoccus.01	0.002848101	0	0.000308928	0.000694847	0.001121495	0	0.017480136	0.00024564	0.000898693	0	0	0.005361174	0.00066357	0	0.000576369	0	0	0	0.000742942	0.000165262	0.000614326	0	0.000918695	0	0.002339364	0	0	0	0	0.001980198	0	0	0	0	0	0.000526039	0	0	0.000311915	0	0	0	0	0	0	0.000544218	0.000178158	0	0	0	0	0.00257732	0.00135318	0	0.002287021
Parvimonas.01	0.001898734	0	0.000926784	0.007411697	0.032897196	0.036002769	0	0.00098256	0.00498366	0.003314002	0.005326232	0.007054176	0.01061712	0.005312367	0.010951009	0.052419355	0.00729927	0.007843137	0.012630015	0.001156834	0.001965843	0.001312336	0	0.055048232	0.00577043	0.073133711	0.000190949	0.001431639	0.000988386	0	0	0	0.011128776	0	0.001945525	0.00473435	0.043324937	0.047376093	0.006446247	0.002993197	0.01722488	0.050762365	0.01324211	0.007104796	0.003460208	0.004897959	0	0.009185548	0.003831418	0.001356545	0	0.008762887	0.01894452	0.002314815	0.01086335
Parvimonas.02	0.000949367	0	0	0.002547771	0.002242991	0.006000462	0	0.002456399	0.001960784	0.0008285	0.002663116	0.003103837	0.00265428	0.000212495	0.000576369	0	0	0.001960784	0	0.001156834	0.000860057	0.000874891	0	0.004758842	0.001715533	0.000137988	0	0	0	0.001980198	0	0.001834862	0.004769475	0.000337952	0.000648508	0.000526039	0.000755668	0	0.001247661	0.000408163	0.003827751	0.005485311	0.00485544	0.001776199	0	0.000816327	0	0.00122474	0.003831418	0.000904364	0.000729661	0	0.00135318	0.003472222	0.000571755
Parvimonas.03	0	0	0	0.00104227	0.000373832	0	0	0	0.000163399	0.0001657	0	0	0	0.000424989	0.000576369	0	0.001459854	0.001960784	0.004457652	0	0.00024573	0.000437445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000415887	0.000408163	0.001913876	0.010505764	0.004193335	0.001776199	0	0.000272109	0	0	0	0	0	0	0	0	0.005145798
Peptoniphilus.01	0.00664557	0.042464613	0.012048193	0.005211349	0.003364486	0	0	0.002456399	0.01127451	0.021375311	0.011984021	0.007900677	0.00530856	0.007224819	0.004034582	0.006048387	0.01459854	0	0.000742942	0.003966287	0.002948765	0.002624672	0	0.000385852	0.00452277	0.000137988	0	0.003579098	0.013343217	0.015841584	0.035989717	0.040366972	0.011128776	0.002027712	0.005836576	0.003682272	0.005541562	0	0.008005822	0.008979592	0.012440191	0.000743771	0.005517546	0.003552398	0.005536332	0.006802721	0	0.007348438	0.011494253	0.000226091	0.00036483	0.004123711	0.00811908	0	0.006289308
Peptoniphilus.02	0	0	0.000102976	0.000694847	0	0.003461805	0	0.00024564	0.000653595	0.0003314	0	0	0.00066357	0.000212495	0	0	0	0	0	0.000495786	0.000491461	0	0	0	0	0.009521181	0	0	0	0	0	0.001834862	0	0	0	0	0.004282116	0	0.000519859	0.000544218	0	0	0	0	0	0.000272109	0	0.00061237	0	0	0	0	0	0	0
Peptoniphilus.03	0	0.000277546	0	0.000463231	0.000747664	0.002077083	0	0.00049128	0.000245098	0.0003314	0	0	0.00132714	0.000424989	0.001152738	0	0	0	0	0	0.00024573	0	0	0	0.000155958	0.007037395	0	0	0	0	0	0	0	0	0	0.001052078	0.004030227	0	0.000207943	0.000544218	0	0	0.000220702	0	0	0	0	0.00061237	0	0	0	0	0	0	0
Peptostreptococcus.01	0.007594937	0.001387732	0.001441664	0.026056746	0.023551402	0.032079391	0	0.006632277	0.012091503	0.015078708	0.009320905	0.007336343	0.00597213	0.010199745	0.002881844	0.076612903	0.005839416	0.001960784	0.015601783	0.004792596	0.005528935	0.003062117	0	0.015562701	0.0154398	0.058644957	0.000190949	0.007158196	0.006918705	0	0	0.001834862	0.011128776	0.01520784	0.00843061	0.006312467	0.018387909	0	0.008629653	0.01170068	0.004784689	0.015061361	0.011255793	0.005328597	0.004152249	0.00462585	0.006948156	0.011022658	0	0.02034818	0.019153594	0.005154639	0.00405954	0.013888889	0.010291595
Porphyromonas.01	0.002848101	0	0.000411904	0.005211349	0.002990654	0.010846988	0	0.003193319	0.002859477	0.001491301	0.003994674	0.005361174	0.00398142	0.005737357	0.002881844	0.004032258	0.00729927	0.001960784	0.00371471	0.006279954	0.003808822	0.008311461	0	0.014790997	0.006862133	0	0	0.002147459	0.00148258	0.037623762	0	0.001834862	0.022257552	0.017573505	0.007133593	0.006838506	0.005541562	0.024781341	0.007901851	0.008979592	0.003827751	0.003997769	0.010593688	0.001776199	0.006228374	0.00707483	0	0.003674219	0.026819923	0.002713091	0.039036848	0.004639175	0.00135318	0	0.014293882
Porphyromonas.02	0	0	0	0.000926462	0.006728972	0	0	0.00073692	0.000571895	0.0001657	0.005326232	0	0.00530856	0.001487463	0.004034582	0.159274194	0.002919708	0.001960784	0.008915305	0.000495786	0.000122865	0.001312336	0	0.000514469	0.000467873	0	0	0	0	0	0	0	0	0	0.000648508	0.005786428	0.003526448	0	0.002703265	0.000408163	0.002870813	0.028449238	0.003751931	0.001776199	0.000692042	0.001632653	0	0.00122474	0	0.004974	0	0	0.00270636	0.009259259	0.002858776
Porphyromonas.03	0.002531646	0	0.000102976	0.000579039	0.002242991	0	0	0.00073692	0.000163399	0.0001657	0	0	0.00398142	0.000849979	0.000576369	0.016129032	0	0	0.009658247	0.000330524	0.001105787	0.000437445	0	0.001672026	0.000155958	0.000137988	0	0.004294918	0	0	0	0	0	0	0.002594034	0.001052078	0.005541562	0.002915452	0.001143689	0.000136054	0.001913876	0.006507996	0.000662105	0	0.000692042	0.001088435	0.000534474	0.00061237	0	0.001130454	0	0.000515464	0.00541272	0.001157407	0.000571755
Prevotella.01	0.038291139	0.036081044	0.031922562	0.072148234	0.124859813	0.003461805	0.004086266	0.211004667	0.094199346	0.074730737	0.023968043	0.017776524	0.072992701	0.080747981	0.010951009	0.024193548	0.030656934	0.01372549	0.023031204	0.126425384	0.062292665	0.049868766	0	0.008231511	0.055364941	0.006209466	0	0.050823193	0.040276748	0.023762376	0.015424165	0.023853211	0.014308426	0.041906049	0.059662776	0.073119411	0.047607053	0.004373178	0.054377209	0.046938776	0.021052632	0.032354035	0.03376738	0.065719361	0.076124567	0.064761905	0.00748263	0.070422535	0.005747126	0.11440199	0.040678584	0.038659794	0.025710419	0.037037037	0.013722127
Prevotella.02	0.020886076	0	0.001750592	0.025014476	0.022803738	0.001615509	0	0.032424466	0.017320261	0.006793703	0.014647137	0.021726862	0.058394161	0.03399915	0.028242075	0.076612903	0.030656934	0.017647059	0.011887073	0.021153528	0.037228161	0.024059493	0	0.029324759	0.033218964	0.002897751	0	0.030780243	0.000247097	0	0	0	0	0.017573505	0.046044099	0.032614413	0.099244332	0.020408163	0.0205864	0.012789116	0.025837321	0.032632949	0.022511587	0.031971581	0.035986159	0.034557823	0	0.036742192	0.017241379	0.07890572	0.001641737	0.009278351	0.01488498	0.00462963	0.012006861
Prevotella.03	0.004113924	0	0.00205952	0.008338159	0.008598131	0.000230787	0.000227015	0.013510194	0.007189542	0.001822701	0.00665779	0.007900677	0.01194426	0.01041224	0.008069164	0.014112903	0.013138686	0.011764706	0.004457652	0.037183937	0.007740509	0.00656168	0	0.00926045	0.004366812	0	0	0.004294918	0	0.005940594	0	0.001834862	0.004769475	0.010814464	0.011673152	0.017885324	0.010327456	0.001457726	0.006550218	0.002993197	0.00861244	0.019338044	0.00728316	0.012433393	0.006228374	0.013061224	0.000178158	0.007348438	0	0.024417816	0.019153594	0.001546392	0.0067659	0.03587963	0.00971984
Prevotella.04	0	0	0.000926784	0.003821656	0.016074766	0.00461574	0	0.005895357	0.004656863	0.001159901	0.001331558	0.000846501	0.01128069	0.004462388	0.017291066	0.038306452	0.010218978	0.007843137	0.00371471	0.021814576	0.002457304	0.00656168	0	0.002700965	0.006394261	0.009383193	0.000190949	0.004294918	0	0.007920792	0.002570694	0	0.001589825	0.005407232	0.007782101	0.009468701	0.014357683	0.117346939	0.003950925	0.002993197	0.003827751	0.004927482	0.008607371	0.001776199	0.004152249	0.006258503	0.005701051	0.004286589	0.001915709	0.00768709	0.012951478	0.014948454	0.0067659	0.008101852	0.018296169
Prevotella.05	0	0	0.000308928	0.001505501	0.001869159	0	0	0.003438958	0.001960784	0.001159901	0	0	0.00132714	0.000424989	0.002881844	0	0.008759124	0.003921569	0	0.039001818	0.000982922	0.000437445	0	0	0.001091703	0	0	0.00071582	0	0	0	0	0	0	0.001945525	0.000526039	0	0.006559767	0.000103972	0.000408163	0.000956938	0.001208628	0	0	0.002076125	0.001088435	0	0	0.001915709	0.002939182	0.00036483	0.002061856	0.00541272	0.001157407	0
Prevotella.06	0.001265823	0	0	0	0.009345794	0	0	0.00049128	0	0	0.001331558	0	0.00066357	0.001487463	0.001729107	0	0	0.007843137	0.000742942	0.000330524	0.001842978	0.001749781	0	0	0	0.000413964	0.006301318	0.00071582	0	0	0	0	0	0.00506928	0.001297017	0.001578117	0.011335013	0	0.001351632	0.000544218	0	0.004462626	0.000441404	0	0.002076125	0.002176871	0.000534474	0.00122474	0.003831418	0.001582636	0	0	0.00135318	0.001157407	0.003430532
Prevotella.07	0	0	0	0.000579039	0.000747664	0	0	0.001719479	0.000326797	0.0003314	0.001331558	0	0.00199071	0.000212495	0.004034582	0	0	0	0	0.007106263	0.000122865	0.002187227	0	0.000643087	0.000155958	0	0	0.001431639	0	0	0	0	0.0063593	0.001013856	0.000648508	0.000526039	0.001511335	0	0.002183406	0	0	0.001115656	0.000662105	0	0	0.001360544	0.000178158	0.00061237	0.005747126	0	0.002371397	0	0.00270636	0	0.001715266
Prevotella.08	0.001265823	0	0.000308928	0.000694847	0.001121495	0	0	0.00073692	0.000326797	0.0001657	0.003994674	0.000564334	0.00132714	0.000637484	0	0	0	0	0	0.008593621	0.000614326	0.000874891	0	0	0.002963194	0	0	0.00071582	0	0	0	0	0	0.001351808	0	0.000526039	0.001007557	0	0.000727802	0.000272109	0.001913876	0	0.000220702	0	0	0.001632653	0	0	0	0.003391363	0.001641737	0	0	0	0
